content_id,course_id,content_title,duration_seconds,sequence
CONT01714,C190,Cell Biology — Lecture 6: Deep Dive,1408,6
CONT01715,C190,Cell Biology — Lecture 7: Summary,2750,7
CONT01716,C190,Cell Biology — Lecture 8: Case Study,734,8
CONT01717,C190,Cell Biology — Lecture 9: Summary,2497,9
CONT01718,C190,Cell Biology — Lecture 10: Exercise,935,10
CONT01719,C191,Marketing 101 — Lecture 1: Examples,3264,1
CONT01720,C191,Marketing 101 — Lecture 2: Case Study,1851,2
CONT01721,C191,Marketing 101 — Lecture 3: Deep Dive,1252,3
CONT01722,C191,Marketing 101 — Lecture 4: Case Study,2607,4
CONT01723,C191,Marketing 101 — Lecture 5: Deep Dive,752,5
CONT01724,C191,Marketing 101 — Lecture 6: Summary,699,6
CONT01725,C191,Marketing 101 — Lecture 7: Exercise,1266,7
CONT01726,C191,Marketing 101 — Lecture 8: Examples,2343,8
CONT01727,C191,Marketing 101 — Lecture 9: Case Study,771,9
CONT01728,C192,Spanish Basics — Lecture 1: Exercise,395,1
CONT01729,C192,Spanish Basics — Lecture 2: Case Study,2961,2
CONT01730,C192,Spanish Basics — Lecture 3: Examples,1575,3
CONT01731,C192,Spanish Basics — Lecture 4: Overview,2930,4
CONT01732,C192,Spanish Basics — Lecture 5: Case Study,656,5
CONT01733,C192,Spanish Basics — Lecture 6: Summary,1274,6
CONT01734,C192,Spanish Basics — Lecture 7: Summary,1481,7
CONT01735,C192,Spanish Basics — Lecture 8: Overview,2761,8
CONT01736,C192,Spanish Basics — Lecture 9: Summary,991,9
CONT01737,C192,Spanish Basics — Lecture 10: Overview,3042,10
CONT01738,C193,Cloud Computing — Lecture 1: Summary,2620,1
CONT01739,C193,Cloud Computing — Lecture 2: Examples,3473,2
CONT01740,C193,Cloud Computing — Lecture 3: Deep Dive,3509,3
CONT01741,C193,Cloud Computing — Lecture 4: Overview,1876,4
CONT01742,C193,Cloud Computing — Lecture 5: Examples,2855,5
CONT01743,C193,Cloud Computing — Lecture 6: Deep Dive,556,6
CONT01744,C193,Cloud Computing — Lecture 7: Deep Dive,2959,7
CONT01745,C193,Cloud Computing — Lecture 8: Overview,1420,8
CONT01746,C193,Cloud Computing — Lecture 9: Exercise,2949,9
CONT01747,C193,Cloud Computing — Lecture 10: Exercise,2351,10
CONT01748,C193,Cloud Computing — Lecture 11: Exercise,2284,11
CONT01749,C193,Cloud Computing — Lecture 12: Overview,444,12
CONT01750,C194,Network Fundamentals — Lecture 1: Examples,1355,1
CONT01751,C194,Network Fundamentals — Lecture 2: Overview,660,2
CONT01752,C194,Network Fundamentals — Lecture 3: Deep Dive,1624,3
CONT01753,C194,Network Fundamentals — Lecture 4: Examples,2644,4
CONT01754,C194,Network Fundamentals — Lecture 5: Summary,1861,5
CONT01755,C194,Network Fundamentals — Lecture 6: Case Study,384,6
CONT01756,C194,Network Fundamentals — Lecture 7: Overview,902,7
CONT01757,C194,Network Fundamentals — Lecture 8: Case Study,1621,8
CONT01758,C194,Network Fundamentals — Lecture 9: Examples,1346,9
CONT01759,C195,Human-Computer Interaction — Lecture 1: Summary,3070,1
CONT01760,C195,Human-Computer Interaction — Lecture 2: Deep Dive,2920,2
CONT01761,C195,Human-Computer Interaction — Lecture 3: Examples,2559,3
CONT01762,C195,Human-Computer Interaction — Lecture 4: Case Study,2377,4
CONT01763,C195,Human-Computer Interaction — Lecture 5: Deep Dive,2807,5
CONT01764,C195,Human-Computer Interaction — Lecture 6: Case Study,2485,6
CONT01765,C195,Human-Computer Interaction — Lecture 7: Overview,2569,7
CONT01766,C195,Human-Computer Interaction — Lecture 8: Overview,2802,8
CONT01767,C195,Human-Computer Interaction — Lecture 9: Deep Dive,1055,9
CONT01768,C195,Human-Computer Interaction — Lecture 10: Overview,1251,10
CONT01769,C196,Digital Marketing — Lecture 1: Exercise,659,1
CONT01770,C196,Digital Marketing — Lecture 2: Examples,2177,2
CONT01771,C196,Digital Marketing — Lecture 3: Exercise,996,3
CONT01772,C196,Digital Marketing — Lecture 4: Deep Dive,3578,4
CONT01773,C196,Digital Marketing — Lecture 5: Deep Dive,1284,5
CONT01774,C196,Digital Marketing — Lecture 6: Examples,3187,6
CONT01775,C196,Digital Marketing — Lecture 7: Deep Dive,2257,7
CONT01776,C197,NLP Fundamentals — Lecture 1: Deep Dive,2883,1
CONT01777,C197,NLP Fundamentals — Lecture 2: Exercise,1780,2
CONT01778,C197,NLP Fundamentals — Lecture 3: Summary,2302,3
CONT01779,C197,NLP Fundamentals — Lecture 4: Overview,355,4
CONT01780,C197,NLP Fundamentals — Lecture 5: Deep Dive,3350,5
CONT01781,C197,NLP Fundamentals — Lecture 6: Summary,2863,6
CONT01782,C197,NLP Fundamentals — Lecture 7: Summary,1081,7
CONT01783,C197,NLP Fundamentals — Lecture 8: Summary,2143,8
CONT01784,C197,NLP Fundamentals — Lecture 9: Case Study,887,9
CONT01785,C197,NLP Fundamentals — Lecture 10: Exercise,1034,10
CONT01786,C197,NLP Fundamentals — Lecture 11: Case Study,774,11
CONT01787,C198,Thermodynamics — Lecture 1: Summary,1625,1
CONT01788,C198,Thermodynamics — Lecture 2: Exercise,3560,2
CONT01789,C198,Thermodynamics — Lecture 3: Summary,2390,3
CONT01790,C198,Thermodynamics — Lecture 4: Overview,2602,4
CONT01791,C198,Thermodynamics — Lecture 5: Examples,3146,5
CONT01792,C198,Thermodynamics — Lecture 6: Summary,3411,6
CONT01793,C198,Thermodynamics — Lecture 7: Exercise,338,7
CONT01794,C198,Thermodynamics — Lecture 8: Deep Dive,1535,8
CONT01795,C198,Thermodynamics — Lecture 9: Overview,3255,9
CONT01796,C198,Thermodynamics — Lecture 10: Examples,1348,10
CONT01797,C198,Thermodynamics — Lecture 11: Deep Dive,872,11
CONT01798,C198,Thermodynamics — Lecture 12: Overview,2281,12
CONT01799,C199,Calculus I — Lecture 1: Case Study,1687,1
CONT01800,C199,Calculus I — Lecture 2: Overview,769,2
CONT01801,C199,Calculus I — Lecture 3: Deep Dive,2915,3
CONT01802,C199,Calculus I — Lecture 4: Examples,2706,4
CONT01803,C199,Calculus I — Lecture 5: Exercise,2254,5
CONT01804,C199,Calculus I — Lecture 6: Overview,591,6
CONT01805,C199,Calculus I — Lecture 7: Case Study,1248,7
CONT01806,C199,Calculus I — Lecture 8: Summary,2286,8
CONT01807,C200,Thermodynamics — Lecture 1: Case Study,3218,1
CONT01808,C200,Thermodynamics — Lecture 2: Deep Dive,2775,2
CONT01809,C200,Thermodynamics — Lecture 3: Summary,682,3
CONT01810,C200,Thermodynamics — Lecture 4: Summary,2138,4
CONT01811,C200,Thermodynamics — Lecture 5: Examples,2485,5
CONT01812,C200,Thermodynamics — Lecture 6: Examples,509,6
CONT01813,C200,Thermodynamics — Lecture 7: Deep Dive,2526,7
CONT01814,C200,Thermodynamics — Lecture 8: Summary,2309,8
CONT01815,C200,Thermodynamics — Lecture 9: Summary,2983,9
CONT01816,C200,Thermodynamics — Lecture 10: Exercise,632,10
